Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR
4227,Rajasthan,Ajmer,2019,Zaid,Wheat,1239.43,19.9,43.6,Alluvial,Drip,447.36,50.75,4135.82,7.62,29723.63,406341.0
4228,Rajasthan,Ajmer,2019,Kharif,Pulses,580.77,20.1,65.0,Sandy,Rain-fed,435.06,43.08,1522.79,7.44,16131.49,155786.0
4229,Rajasthan,Ajmer,2019,Rabi,Cotton,2188.81,32.2,69.6,Black,Tube Well,403.11,54.25,3710.67,7.97,52026.02,348033.0
4230,Rajasthan,Ajmer,2019,Zaid,Millets,1899.91,20.0,41.8,Laterite,Rain-fed,104.53,17.55,4878.35,6.24,37416.67,325228.0
4231,West Bengal,Kolkata,2019,Kharif,Barley,1020.12,35.3,69.0,Black,Tube Well,427.74,16.45,128.49,8.03,21800.53,18345.0
4232,West Bengal,Kolkata,2019,Zaid,Rice,1124.35,25.7,47.5,Sandy,Sprinkler,136.88,45.16,3706.21,7.42,48770.87,471932.0
4233,West Bengal,Kolkata,2019,Zaid,Millets,1528.39,21.2,38.6,Sandy,Drip,77.48,12.34,4944.41,2.38,51853.8,95167.0
4234,West Bengal,Kolkata,2019,Zaid,Wheat,1159.01,27.4,69.7,Black,Canal,100.27,39.89,3598.72,6.96,50567.86,223779.0
4235,West Bengal,Kolkata,2019,Kharif,Wheat,540.03,30.3,41.3,Red,Sprinkler,432.3,47.13,2022.57,1.55,29571.86,45404.0
4236,West Bengal,Kolkata,2019,Zaid,Pulses,1890.49,36.0,64.4,Black,Drip,210.2,24.05,202.26,5.2,43650.02,10629.0
4237,West Bengal,Kolkata,2019,Rabi,Millets,1790.53,33.6,47.7,Sandy,Sprinkler,279.48,15.05,3042.06,2.42,53829.55,72247.0
4238,West Bengal,Kolkata,2019,Rabi,Wheat,1285.09,37.9,67.9,Sandy,Drip,340.04,28.96,2366.99,7.0,28666.21,167899.0
4239,West Bengal,Kolkata,2019,Zaid,Rice,861.36,22.7,39.0,Alluvial,Canal,399.42,47.42,1778.24,2.93,36039.6,72004.0
4240,West Bengal,Kolkata,2019,Rabi,Barley,461.31,28.2,72.3,Red,Sprinkler,236.2,42.44,690.66,2.35,20657.77,23419.0
4241,West Bengal,Kolkata,2019,Zaid,Cotton,901.18,33.8,71.7,Red,Rain-fed,170.83,21.71,1840.0,6.05,53250.03,177117.0
4242,West Bengal,Kolkata,2019,Rabi,Pulses,544.68,23.2,41.5,Alluvial,Drip,197.19,12.72,3740.4,1.88,19022.87,106738.00000000001
4243,West Bengal,Kolkata,2019,Kharif,Sugarcane,1820.74,19.7,47.9,Sandy,Rain-fed,264.03,29.24,3950.26,6.04,18108.94,373667.0
4244,West Bengal,Kolkata,2019,Kharif,Pulses,875.08,32.8,87.3,Laterite,Tube Well,418.21,54.3,3649.53,6.88,56306.12,311723.0
4245,West Bengal,Kolkata,2019,Rabi,Millets,1549.39,31.3,38.3,Laterite,Sprinkler,298.08,42.2,2852.02,2.96,44411.38,128726.0
4246,West Bengal,Kolkata,2019,Zaid,Barley,689.62,32.3,53.9,Black,Sprinkler,428.88,16.67,667.19,5.58,52320.45,58940.0
4247,West Bengal,Kolkata,2019,Zaid,Maize,1330.6,31.7,80.3,Red,Sprinkler,254.03,44.67,4428.43,6.48,12697.23,297359.0
4248,West Bengal,Kolkata,2019,Rabi,Pulses,1011.51,25.3,56.5,Laterite,Drip,97.59,10.17,524.56,4.23,36412.14,28895.0
4249,West Bengal,Howrah,2019,Kharif,Rice,1245.06,36.8,76.4,Red,Rain-fed,420.39,42.12,4390.17,2.49,24192.31,142700.0
4250,West Bengal,Howrah,2019,Rabi,Pulses,1137.16,34.5,54.3,Red,Tube Well,333.78,52.25,3004.57,4.5,22790.9,112893.0
4251,West Bengal,Howrah,2019,Zaid,Sugarcane,839.4,23.2,52.8,Sandy,Sprinkler,183.46,5.18,713.05,2.24,15889.95,22634.0
4252,West Bengal,Howrah,2019,Kharif,Cotton,1407.72,22.1,42.0,Alluvial,Sprinkler,71.47,24.68,3072.53,1.61,42418.22,70127.0
4253,West Bengal,Howrah,2019,Zaid,Maize,1576.7,21.7,74.2,Laterite,Canal,115.97,57.5,1612.92,1.7,38489.83,33110.0
4254,West Bengal,Howrah,2019,Kharif,Barley,1967.43,22.0,65.1,Sandy,Tube Well,271.08,25.8,2102.93,3.31,48234.96,56966.0
4255,West Bengal,Howrah,2019,Kharif,Millets,798.49,31.8,51.1,Alluvial,Drip,313.44,15.19,3362.08,5.56,43334.89,286141.0
4256,West Bengal,Howrah,2019,Kharif,Pulses,998.35,21.8,41.5,Laterite,Canal,185.24,18.89,4979.78,4.35,25697.97,266342.0
4257,West Bengal,Howrah,2019,Zaid,Barley,1256.03,24.6,58.9,Red,Rain-fed,166.19,16.58,522.9,4.96,21724.35,22669.0
4258,West Bengal,Howrah,2019,Zaid,Millets,724.98,35.8,54.1,Red,Rain-fed,178.11,17.49,594.04,7.12,61663.92,65019.00000000001
4259,West Bengal,Howrah,2019,Rabi,Pulses,401.44,25.8,85.9,Black,Drip,164.06,25.21,1827.94,5.02,23053.31,109364.00000000001
4260,West Bengal,Howrah,2019,Rabi,Cotton,1807.08,29.5,87.8,Laterite,Sprinkler,281.99,48.63,4149.14,5.83,41629.53,365520.0
4261,West Bengal,Howrah,2019,Kharif,Wheat,576.32,26.0,72.3,Alluvial,Rain-fed,426.24,53.91,3646.57,5.07,27110.12,205521.0
4262,West Bengal,Howrah,2019,Zaid,Maize,1588.44,32.9,58.4,Laterite,Canal,429.42,52.75,3850.3,4.35,53730.94,296417.0
4263,West Bengal,Howrah,2019,Kharif,Millets,1548.37,27.9,49.3,Black,Sprinkler,105.72,6.61,4387.27,6.01,55413.32,436216.0
4264,West Bengal,Howrah,2019,Kharif,Cotton,1847.02,18.1,86.9,Alluvial,Rain-fed,278.05,59.77,3050.3,4.43,50911.93,177369.0
4265,West Bengal,Howrah,2019,Zaid,Pulses,1454.26,36.8,77.5,Red,Canal,59.89,24.73,1399.66,7.64,27683.41,166509.0
4266,West Bengal,Howrah,2019,Zaid,Cotton,588.55,24.1,88.2,Red,Canal,154.11,42.39,4311.73,7.82,39464.09,434271.0
4267,West Bengal,Darjeeling,2019,Zaid,Pulses,1656.63,26.0,67.4,Alluvial,Tube Well,114.24,37.53,4681.57,2.66,45489.92,172140.0
4268,West Bengal,Darjeeling,2019,Rabi,Cotton,1613.74,24.2,61.3,Sandy,Canal,211.52,17.96,156.19,5.75,63820.48,12410.0
4269,West Bengal,Darjeeling,2019,Rabi,Cotton,584.45,24.3,89.7,Laterite,Tube Well,280.58,47.19,4461.52,3.4,36765.23,264641.0
4270,West Bengal,Darjeeling,2019,Kharif,Cotton,584.44,24.7,77.8,Laterite,Canal,161.97,27.45,1937.87,8.23,41457.99,259535.0
4271,West Bengal,Darjeeling,2019,Kharif,Barley,933.78,25.9,70.9,Red,Canal,332.36,10.19,2083.63,4.98,43145.69,121563.00000000001
4272,West Bengal,Darjeeling,2019,Kharif,Millets,611.8,28.4,51.5,Alluvial,Canal,269.06,22.3,3226.69,3.19,51199.65,100182.0
4273,West Bengal,Darjeeling,2019,Kharif,Rice,448.73,31.2,79.2,Alluvial,Canal,272.67,16.17,674.39,3.16,47348.23,18490.0
4274,West Bengal,Darjeeling,2019,Zaid,Rice,1734.75,18.9,39.5,Laterite,Canal,231.34,21.8,1365.21,5.29,64748.22,107358.0
4275,West Bengal,Darjeeling,2019,Rabi,Cotton,1995.01,21.8,62.5,Alluvial,Sprinkler,124.44,8.73,1362.01,7.07,40568.3,102327.0
4276,West Bengal,Darjeeling,2019,Rabi,Wheat,1748.97,18.9,44.9,Red,Drip,256.96,48.26,2298.21,6.55,33715.24,163795.0
4277,West Bengal,Darjeeling,2019,Zaid,Cotton,1622.1,19.2,44.5,Black,Canal,299.81,10.94,1660.18,6.99,27487.77,139916.0
4278,West Bengal,Darjeeling,2019,Kharif,Millets,1795.19,21.5,60.3,Sandy,Tube Well,102.62,46.46,1253.91,2.05,61398.17,37220.0
4279,West Bengal,Darjeeling,2019,Zaid,Sugarcane,774.55,37.5,76.5,Alluvial,Drip,160.66,17.68,2253.39,3.83,59137.69,116420.0
4280,West Bengal,Darjeeling,2019,Rabi,Pulses,1100.89,35.1,62.6,Black,Tube Well,432.55,35.64,1464.66,8.01,20142.68,154572.0
4281,West Bengal,Darjeeling,2019,Kharif,Cotton,1512.31,23.9,72.7,Red,Drip,321.41,21.13,4877.07,5.58,25990.63,341725.0
4282,West Bengal,Darjeeling,2019,Zaid,Millets,1539.37,21.3,84.2,Sandy,Drip,57.16,46.77,203.22,5.14,54371.67,9706.0
4283,West Bengal,Darjeeling,2019,Zaid,Wheat,2124.41,18.3,72.5,Red,Tube Well,118.92,30.99,141.96,5.86,50729.65,11249.0
4284,West Bengal,Darjeeling,2019,Kharif,Pulses,1536.75,22.1,68.5,Red,Sprinkler,109.69,57.39,692.62,4.95,17485.19,48802.0
4285,West Bengal,Siliguri,2019,Rabi,Sugarcane,1792.46,36.1,74.4,Alluvial,Sprinkler,109.79,14.15,803.82,3.43,19323.89,24026.0
4286,West Bengal,Siliguri,2019,Zaid,Sugarcane,1401.15,36.7,71.7,Black,Drip,151.72,34.88,3276.13,3.18,61693.69,100717.0
4287,West Bengal,Siliguri,2019,Zaid,Sugarcane,628.43,28.0,75.0,Alluvial,Sprinkler,219.99,52.18,2036.43,5.59,42054.86,100299.0
4288,West Bengal,Siliguri,2019,Kharif,Barley,754.25,36.7,84.9,Alluvial,Rain-fed,145.95,17.47,4690.18,6.26,49931.1,434808.0
4289,West Bengal,Siliguri,2019,Zaid,Pulses,1591.62,34.5,49.2,Sandy,Tube Well,102.49,31.29,3600.65,7.58,64498.14,466200.0
4290,West Bengal,Siliguri,2019,Rabi,Cotton,1790.09,21.3,44.6,Alluvial,Sprinkler,187.29,42.56,2316.97,1.43,38055.76,43573.0
4291,West Bengal,Siliguri,2019,Kharif,Sugarcane,1809.92,26.8,49.8,Sandy,Drip,138.93,45.38,3783.62,7.69,64470.67,349198.0
4292,West Bengal,Siliguri,2019,Rabi,Wheat,1550.31,27.1,48.4,Laterite,Canal,223.88,41.53,2466.63,3.85,38910.81,131200.0
4293,West Bengal,Siliguri,2019,Zaid,Pulses,1242.05,22.7,47.8,Sandy,Rain-fed,448.33,32.58,2544.2,8.28,63224.25,207362.0
4294,West Bengal,Siliguri,2019,Zaid,Wheat,987.74,29.9,50.9,Alluvial,Drip,382.62,25.89,613.29,5.67,36556.73,53494.00000000001
4295,West Bengal,Siliguri,2019,Rabi,Wheat,1230.55,30.6,43.5,Red,Tube Well,266.38,53.36,4008.09,3.78,20474.5,220746.99999999997
4296,West Bengal,Siliguri,2019,Kharif,Rice,1966.14,32.3,84.4,Laterite,Rain-fed,228.64,7.99,2431.94,6.51,56006.91,130256.0
4297,West Bengal,Siliguri,2019,Rabi,Pulses,999.3,25.8,60.3,Red,Sprinkler,167.71,18.63,648.22,7.7,36024.74,55087.0
4298,West Bengal,Siliguri,2019,Kharif,Wheat,1813.88,27.8,41.8,Black,Rain-fed,209.43,39.53,2644.89,7.36,49718.68,165915.0
4299,West Bengal,Siliguri,2019,Kharif,Maize,794.4,31.5,35.1,Red,Rain-fed,417.94,35.8,1199.34,2.08,40272.38,40048.0
4300,West Bengal,Siliguri,2019,Rabi,Wheat,2186.66,21.9,69.4,Black,Canal,71.91,51.21,2596.81,7.45,12517.61,300157.0
4301,West Bengal,Siliguri,2019,Zaid,Sugarcane,1193.84,22.4,43.3,Sandy,Canal,334.48,25.3,3502.33,7.0,26339.94,416603.0
4302,West Bengal,Siliguri,2019,Kharif,Millets,1663.18,29.3,89.4,Sandy,Sprinkler,234.99,12.6,969.33,5.46,58362.19,67796.0
4303,West Bengal,Malda,2019,Kharif,Maize,2032.96,22.7,79.1,Alluvial,Rain-fed,315.13,51.41,2040.92,7.58,16989.58,129794.0
4304,West Bengal,Malda,2019,Rabi,Barley,1894.87,29.2,85.1,Sandy,Tube Well,413.12,47.26,2759.93,7.42,42676.41,350863.0
4305,West Bengal,Malda,2019,Kharif,Millets,470.32,31.0,73.4,Alluvial,Sprinkler,429.59,46.24,4249.0,7.18,26445.98,327679.0
4306,West Bengal,Malda,2019,Kharif,Pulses,547.34,20.1,49.4,Sandy,Canal,116.59,47.8,958.9,3.64,36346.8,28437.0
4307,West Bengal,Malda,2019,Rabi,Millets,644.03,28.1,44.6,Red,Drip,139.7,12.22,3239.19,4.67,63735.06,242402.0
4308,West Bengal,Malda,2019,Zaid,Rice,1637.04,34.9,44.2,Red,Drip,361.43,45.13,4672.08,6.07,24793.31,472266.0
4309,West Bengal,Malda,2019,Rabi,Cotton,522.02,25.7,87.7,Laterite,Tube Well,143.54,13.73,2363.86,6.73,54115.09,197137.0
4310,West Bengal,Malda,2019,Rabi,Rice,1576.28,28.2,50.1,Red,Canal,60.63,15.38,4631.78,8.15,60682.63,427078.0
4311,West Bengal,Malda,2019,Rabi,Barley,1826.31,22.6,73.0,Black,Sprinkler,263.59,29.02,3165.97,4.88,16973.98,230982.00000000003
4312,West Bengal,Malda,2019,Zaid,Maize,1416.84,33.3,61.4,Alluvial,Canal,127.21,47.27,1695.62,6.72,43642.79,195312.0
4313,West Bengal,Malda,2019,Rabi,Wheat,442.0,27.6,73.7,Black,Tube Well,266.17,58.5,672.87,7.31,56083.75,47046.0
4314,West Bengal,Malda,2019,Kharif,Cotton,527.26,28.8,72.3,Sandy,Drip,69.07,55.14,1011.25,1.61,39305.97,23192.0
4315,West Bengal,Malda,2019,Rabi,Maize,1254.53,35.5,70.7,Black,Tube Well,399.46,19.58,3498.52,6.5,27030.42,246323.0
4316,West Bengal,Malda,2019,Kharif,Millets,1676.22,34.7,51.0,Laterite,Tube Well,368.82,49.9,3671.61,4.56,55227.25,210219.99999999997
4317,West Bengal,Malda,2019,Zaid,Barley,1208.84,33.4,76.0,Black,Drip,100.27,5.32,3882.01,2.08,37036.37,113793.0
4318,West Bengal,Malda,2019,Zaid,Millets,1076.5,34.4,42.2,Laterite,Sprinkler,440.68,38.28,4498.99,8.15,60334.66,493022.99999999994
4319,West Bengal,Malda,2019,Zaid,Wheat,1480.19,21.5,89.1,Sandy,Canal,120.47,9.54,890.64,4.16,28751.6,63521.0
4320,West Bengal,Malda,2019,Kharif,Pulses,1181.79,19.5,44.5,Red,Tube Well,411.38,14.42,3575.97,6.72,51013.96,338310.0
4321,Uttarakhand,Dehradun,2020,Kharif,Maize,1834.58,33.5,82.6,Alluvial,Drip,166.24,31.8,998.11,5.15,58817.82,66826.0
4322,Uttarakhand,Dehradun,2020,Kharif,Pulses,1994.35,20.7,37.4,Red,Tube Well,148.23,7.56,4903.26,5.15,38517.58,366084.0
4323,Uttarakhand,Dehradun,2020,Kharif,Barley,1585.33,26.6,78.9,Sandy,Sprinkler,236.6,16.34,1044.46,1.91,20982.99,30836.0
4324,Uttarakhand,Dehradun,2020,Zaid,Sugarcane,1975.99,27.5,39.4,Alluvial,Sprinkler,244.74,53.76,3442.88,8.1,25667.08,254425.0
4325,Uttarakhand,Dehradun,2020,Rabi,Barley,1290.4,30.3,90.0,Sandy,Tube Well,89.87,20.98,1699.06,5.75,12151.81,148667.0
4326,Uttarakhand,Dehradun,2020,Zaid,Pulses,849.53,28.3,40.0,Black,Rain-fed,277.99,7.16,4687.03,5.14,51951.03,276324.0
4327,Uttarakhand,Dehradun,2020,Kharif,Wheat,2084.38,20.0,81.0,Red,Tube Well,195.43,14.6,2318.69,7.14,44243.68,210891.0
4328,Uttarakhand,Dehradun,2020,Kharif,Pulses,485.17,36.2,53.5,Red,Rain-fed,149.4,44.48,676.48,2.34,52560.37,27841.000000000004
4329,Uttarakhand,Dehradun,2020,Rabi,Cotton,1619.41,29.4,55.1,Laterite,Tube Well,175.94,5.65,3436.66,4.51,28811.49,144533.0
4330,Uttarakhand,Dehradun,2020,Zaid,Millets,667.32,30.4,59.3,Alluvial,Tube Well,243.98,15.52,153.58,4.44,59378.67,8231.0
4331,Uttarakhand,Dehradun,2020,Zaid,Barley,725.83,33.1,69.2,Black,Drip,169.57,38.49,2933.9,7.45,14037.96,220461.0
4332,Uttarakhand,Dehradun,2020,Kharif,Rice,1299.16,23.5,35.8,Sandy,Canal,209.99,20.71,3372.41,3.8,25294.34,189515.0
4333,Uttarakhand,Dehradun,2020,Kharif,Pulses,1088.19,18.4,80.6,Sandy,Drip,348.98,20.44,1573.69,8.36,26378.28,128877.0
4334,Uttarakhand,Dehradun,2020,Zaid,Pulses,1683.62,18.7,42.4,Laterite,Drip,384.96,17.88,1846.9,1.67,47148.19,48525.0
4335,Uttarakhand,Dehradun,2020,Rabi,Barley,1518.96,36.5,75.4,Black,Rain-fed,190.05,18.93,4821.59,4.66,47039.07,358147.0
4336,Uttarakhand,Dehradun,2020,Rabi,Rice,1276.48,30.1,39.4,Laterite,Drip,114.2,56.11,420.61,8.27,40679.27,56487.0
4337,Uttarakhand,Dehradun,2020,Zaid,Rice,1759.9,23.0,72.5,Laterite,Rain-fed,439.39,10.72,979.78,3.65,39961.11,54053.0
4338,Uttarakhand,Dehradun,2020,Rabi,Pulses,1310.14,24.4,83.8,Sandy,Canal,286.18,41.67,4972.01,8.01,56474.13,488207.0
4339,Uttarakhand,Haridwar,2020,Kharif,Barley,994.05,20.1,65.2,Alluvial,Tube Well,350.32,32.91,2282.39,5.9,49375.46,133872.0
4340,Uttarakhand,Haridwar,2020,Zaid,Millets,2189.41,33.3,51.1,Red,Rain-fed,234.55,54.25,4625.97,4.57,33031.77,279251.0
4341,Uttarakhand,Haridwar,2020,Kharif,Sugarcane,961.71,33.8,82.4,Alluvial,Rain-fed,163.43,56.93,1235.05,2.42,36719.52,34825.0
4342,Uttarakhand,Haridwar,2020,Zaid,Barley,1054.98,27.5,37.8,Sandy,Sprinkler,83.78,40.33,4101.64,8.39,20578.35,413281.00000000006
4343,Uttarakhand,Haridwar,2020,Kharif,Rice,1371.7,34.4,41.9,Laterite,Rain-fed,444.84,37.33,229.91,5.28,25506.63,12602.0
4344,Uttarakhand,Haridwar,2020,Zaid,Barley,470.33,37.5,57.1,Black,Sprinkler,173.63,47.85,4324.19,2.94,29740.75,190001.0
4345,Uttarakhand,Haridwar,2020,Zaid,Sugarcane,1706.23,22.5,71.0,Black,Sprinkler,155.37,18.69,857.87,7.41,39094.44,110039.00000000001
4346,Uttarakhand,Haridwar,2020,Kharif,Maize,1741.62,36.8,79.4,Sandy,Canal,221.85,22.7,1367.58,5.66,60554.11,121439.00000000001
4347,Uttarakhand,Haridwar,2020,Zaid,Wheat,672.98,28.7,39.5,Alluvial,Sprinkler,65.7,16.29,922.24,4.25,33695.48,34885.0
4348,Uttarakhand,Haridwar,2020,Rabi,Barley,1833.08,24.2,69.4,Red,Canal,331.66,54.1,2018.25,8.31,62529.78,250700.0
4349,Uttarakhand,Haridwar,2020,Rabi,Maize,1954.49,30.2,51.2,Black,Rain-fed,355.78,24.5,3814.13,2.33,55088.18,122097.0
4350,Uttarakhand,Haridwar,2020,Kharif,Sugarcane,1221.71,37.7,88.9,Laterite,Drip,112.51,31.46,4798.87,4.59,32942.01,263083.0
4351,Uttarakhand,Haridwar,2020,Kharif,Cotton,645.34,33.0,45.4,Laterite,Tube Well,262.21,11.02,3378.17,6.78,37143.63,339472.0
4352,Uttarakhand,Haridwar,2020,Zaid,Cotton,955.31,18.4,47.2,Black,Canal,446.24,55.06,1400.12,2.05,51398.37,23236.0
4353,Uttarakhand,Haridwar,2020,Kharif,Maize,2128.79,22.5,82.1,Alluvial,Drip,391.51,17.44,3032.87,3.95,17461.98,154543.0
4354,Uttarakhand,Haridwar,2020,Kharif,Millets,1027.19,24.0,55.9,Sandy,Tube Well,274.45,45.52,3504.16,5.06,42617.86,175007.0
4355,Uttarakhand,Haridwar,2020,Kharif,Sugarcane,2115.92,20.6,64.1,Red,Rain-fed,62.85,49.67,1520.37,5.76,56694.18,156337.0
4356,Uttarakhand,Haridwar,2020,Zaid,Pulses,1579.94,37.7,38.7,Sandy,Rain-fed,76.55,38.01,4032.68,7.11,25915.02,423418.0
4357,Uttarakhand,Nainital,2020,Rabi,Maize,978.84,35.7,53.5,Alluvial,Rain-fed,196.13,56.91,511.52,5.38,31334.25,37682.0
4358,Uttarakhand,Nainital,2020,Kharif,Cotton,2147.19,25.2,71.4,Sandy,Sprinkler,277.04,19.29,824.29,7.99,12239.75,55163.0
4359,Uttarakhand,Nainital,2020,Kharif,Millets,402.96,27.0,48.6,Alluvial,Canal,348.29,28.62,4253.53,8.08,15534.53,603583.0
4360,Uttarakhand,Nainital,2020,Rabi,Cotton,1133.05,27.7,60.9,Red,Tube Well,107.71,7.22,396.29,3.28,34875.44,14293.0
4361,Uttarakhand,Nainital,2020,Rabi,Barley,1862.96,21.7,69.0,Laterite,Tube Well,431.09,40.38,4053.4,3.27,17015.29,117768.0
4362,Uttarakhand,Nainital,2020,Rabi,Sugarcane,1481.0,20.9,46.9,Red,Sprinkler,396.99,40.45,3794.89,7.3,36678.24,224173.0
4363,Uttarakhand,Nainital,2020,Zaid,Millets,655.1,22.8,76.7,Red,Canal,435.27,59.51,3815.36,2.57,41761.82,167221.0
4364,Uttarakhand,Nainital,2020,Rabi,Millets,1977.73,30.7,38.0,Black,Tube Well,235.86,6.28,1600.23,2.63,12386.23,73615.0
4365,Uttarakhand,Nainital,2020,Kharif,Sugarcane,1979.79,25.2,46.7,Black,Rain-fed,113.05,51.34,1604.15,5.28,20267.27,137129.0
4366,Uttarakhand,Nainital,2020,Kharif,Wheat,1166.13,33.7,51.7,Alluvial,Rain-fed,134.36,17.96,3758.06,6.6,59455.14,255941.0
4367,Uttarakhand,Nainital,2020,Kharif,Barley,861.9,27.7,86.0,Sandy,Rain-fed,429.62,18.69,375.36,5.6,29316.53,23020.0
4368,Uttarakhand,Nainital,2020,Kharif,Maize,511.06,29.7,40.8,Red,Canal,67.45,54.6,3491.49,1.34,52047.71,47552.0
4369,Uttarakhand,Nainital,2020,Rabi,Wheat,1871.71,29.7,79.1,Laterite,Sprinkler,377.98,7.26,2941.51,4.18,13045.88,188006.0
4370,Uttarakhand,Nainital,2020,Rabi,Cotton,1600.51,25.8,53.0,Red,Rain-fed,318.27,13.55,1822.56,7.4,35311.77,178374.0
4371,Uttarakhand,Nainital,2020,Rabi,Barley,1914.63,35.7,52.1,Black,Tube Well,106.62,14.65,2519.12,1.37,43959.15,32663.0
4372,Uttarakhand,Nainital,2020,Kharif,Millets,961.84,23.6,82.2,Sandy,Canal,355.21,14.52,2179.4,1.62,62928.42,40789.0
4373,Uttarakhand,Nainital,2020,Rabi,Cotton,1496.35,27.0,72.9,Sandy,Drip,122.65,6.2,4586.31,2.82,28860.26,217434.0
4374,Uttarakhand,Nainital,2020,Rabi,Rice,718.27,19.0,67.4,Red,Rain-fed,256.93,44.12,1144.4,2.27,24139.07,22548.0
4375,Uttarakhand,Almora,2020,Rabi,Sugarcane,792.57,27.3,69.7,Red,Sprinkler,415.15,59.05,3285.88,2.79,58283.75,139079.0
4376,Uttarakhand,Almora,2020,Zaid,Pulses,1316.7,27.1,79.2,Alluvial,Rain-fed,446.51,21.5,4072.06,7.0,57391.26,487002.00000000006
4377,Uttarakhand,Almora,2020,Zaid,Millets,794.37,18.6,48.5,Red,Drip,246.65,33.06,1671.41,5.05,17453.34,90174.0
4378,Uttarakhand,Almora,2020,Rabi,Sugarcane,1134.82,27.3,41.3,Red,Canal,58.44,22.23,1652.54,1.77,61274.07,33554.0
4379,Uttarakhand,Almora,2020,Kharif,Wheat,1288.71,24.0,67.7,Red,Sprinkler,268.0,35.93,2066.95,6.71,58266.54,233776.00000000003
4380,Uttarakhand,Almora,2020,Zaid,Wheat,515.44,19.4,62.7,Black,Canal,383.55,37.6,4528.99,7.21,50649.3,549309.0
4381,Uttarakhand,Almora,2020,Zaid,Pulses,1764.99,21.4,83.0,Laterite,Tube Well,124.45,26.47,1933.99,7.6,15665.4,131774.0
4382,Uttarakhand,Almora,2020,Rabi,Wheat,1017.93,22.9,77.0,Laterite,Canal,391.75,53.2,3957.46,6.56,53099.95,364657.0
4383,Uttarakhand,Almora,2020,Rabi,Wheat,1646.39,31.3,44.5,Red,Sprinkler,332.51,6.77,4097.16,4.66,25060.28,217675.0
4384,Uttarakhand,Almora,2020,Rabi,Maize,616.77,21.6,79.6,Laterite,Rain-fed,372.76,16.16,1566.59,5.68,52433.73,127824.0
4385,Uttarakhand,Almora,2020,Kharif,Sugarcane,2189.16,35.5,59.4,Alluvial,Sprinkler,360.05,9.32,381.34,5.97,56542.9,27208.0
4386,Uttarakhand,Almora,2020,Rabi,Barley,1771.46,32.6,82.9,Red,Rain-fed,310.78,36.15,2525.18,8.06,23089.62,166893.0
4387,Uttarakhand,Almora,2020,Rabi,Pulses,1514.92,20.2,40.9,Black,Rain-fed,438.98,13.17,1532.29,4.44,62824.91,93707.0
4388,Uttarakhand,Almora,2020,Rabi,Rice,824.73,31.0,79.1,Alluvial,Sprinkler,422.96,20.31,130.88,7.76,33823.66,15755.000000000002
4389,Uttarakhand,Almora,2020,Kharif,Barley,1645.25,30.6,49.9,Sandy,Rain-fed,213.61,42.95,1028.32,3.36,29651.05,59955.99999999999
4390,Uttarakhand,Almora,2020,Zaid,Wheat,1801.66,34.6,78.0,Red,Rain-fed,377.38,29.24,2706.68,3.03,58862.35,120266.00000000001
4391,Uttarakhand,Almora,2020,Rabi,Cotton,497.51,20.6,59.4,Laterite,Drip,243.39,25.84,128.38,1.9,64126.96,2985.0
4392,Uttarakhand,Almora,2020,Zaid,Pulses,718.31,29.8,76.3,Alluvial,Tube Well,342.04,20.6,4521.12,3.76,61759.53,257059.0
4393,Uttarakhand,Pauri,2020,Rabi,Millets,1279.82,30.8,38.6,Black,Tube Well,383.76,51.79,4835.74,2.6,34041.85,191585.0
4394,Uttarakhand,Pauri,2020,Kharif,Rice,434.9,31.4,49.1,Red,Drip,182.67,53.15,4986.84,8.48,21820.82,435178.0
4395,Uttarakhand,Pauri,2020,Kharif,Cotton,1417.93,27.1,88.8,Black,Drip,444.29,28.07,3131.56,4.92,63003.65,223421.99999999997
4396,Uttarakhand,Pauri,2020,Zaid,Pulses,1927.67,35.4,47.2,Alluvial,Drip,60.51,57.64,991.54,8.02,25862.56,95071.0
4397,Uttarakhand,Pauri,2020,Zaid,Sugarcane,1332.08,27.8,41.1,Red,Drip,421.12,53.78,1763.55,7.64,58628.44,203752.0
4398,Uttarakhand,Pauri,2020,Kharif,Maize,728.37,19.7,72.6,Black,Rain-fed,300.64,13.81,3645.79,1.53,50898.54,45306.0
4399,Uttarakhand,Pauri,2020,Kharif,Maize,2138.02,38.0,45.3,Red,Canal,321.16,34.97,3238.89,5.24,31765.57,266145.0
4400,Uttarakhand,Pauri,2020,Rabi,Wheat,625.49,24.3,75.0,Sandy,Tube Well,145.95,15.9,1950.14,5.33,45916.04,102770.0
4401,Uttarakhand,Pauri,2020,Rabi,Cotton,1509.4,30.1,61.4,Red,Rain-fed,327.89,22.66,3499.52,7.33,49616.25,435092.0
4402,Uttarakhand,Pauri,2020,Zaid,Sugarcane,1653.27,29.9,62.4,Sandy,Sprinkler,125.96,51.94,2949.55,7.56,20276.73,224991.0
4403,Uttarakhand,Pauri,2020,Rabi,Barley,595.81,37.0,57.0,Alluvial,Tube Well,147.54,21.47,3985.45,7.12,43970.71,254651.00000000003
