student_id,age,gender,city,state,university,course,branch,year_of_study,attendance_percentage,cgpa,study_hours_per_day,revision_frequency,online_courses,group_study,sleep_hours,screen_time_hours,physical_activity,part_time_job,exam_stress_level,motivation_level,parental_support,performance_category
3121,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,74.4,10.0,1.3,Rare,No,No,6.9,2.5,Medium,No,5,10,High,Excellent
3122,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,85.0,9.6,2.7,Daily,Yes,Yes,6.2,9.4,Medium,No,3,5,High,Excellent
3123,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,84.5,9.5,3.0,Daily,Yes,No,7.7,7.2,Medium,Yes,5,9,Low,Excellent
3124,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,89.7,8.6,6.2,Rare,Yes,No,7.2,4.4,Medium,No,10,5,Low,Excellent
3125,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,68.2,9.0,4.3,Weekly,No,No,6.4,5.4,Medium,No,7,7,Medium,Excellent
3126,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,78.1,9.3,2.9,Daily,No,No,7.0,7.0,Medium,No,5,7,Low,Excellent
3127,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,70.7,9.1,2.7,Rare,No,No,8.3,7.5,Medium,No,3,7,High,Excellent
3128,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,63.1,9.6,5.0,Rare,No,Yes,5.6,5.9,Medium,No,4,8,Low,Excellent
3129,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,77.0,8.2,4.0,Weekly,Yes,No,7.0,5.9,High,Yes,4,3,Medium,Good
3130,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,74.9,10.0,2.5,Daily,Yes,No,5.6,2.6,Medium,No,4,8,Medium,Excellent
3131,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,2,72.0,10.0,4.5,Weekly,Yes,Yes,6.6,3.5,High,No,5,10,Medium,Excellent
3132,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,76.6,9.2,4.0,Weekly,No,Yes,7.3,5.9,High,No,6,6,Medium,Excellent
3133,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,73.4,9.1,4.7,Daily,Yes,No,7.0,6.6,Medium,No,5,4,Medium,Excellent
3134,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,4,67.1,9.9,5.3,Daily,No,Yes,6.6,4.5,Medium,No,9,8,High,Excellent
3135,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,75.6,9.0,2.5,Rare,No,Yes,7.5,5.4,Low,No,6,8,Medium,Excellent
3136,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,1,82.9,9.1,1.8,Daily,Yes,Yes,7.5,6.3,Medium,Yes,6,5,Low,Excellent
3137,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,87.7,8.3,2.0,Rare,No,Yes,7.5,7.2,Low,No,6,5,High,Good
3138,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,95.9,9.5,2.2,Rare,Yes,Yes,6.4,6.6,Low,No,5,6,High,Excellent
3139,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,72.0,7.7,0.9,Daily,No,Yes,5.8,10.8,Medium,No,7,8,Medium,Good
3140,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,60.3,9.5,5.1,Weekly,No,No,6.2,4.9,Low,No,7,7,High,Excellent
3141,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,79.0,10.0,4.9,Weekly,Yes,No,6.5,8.6,Medium,No,4,6,Low,Excellent
3142,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,88.5,10.0,6.5,Weekly,No,No,7.2,4.9,Medium,Yes,4,9,Medium,Excellent
3143,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,77.7,10.0,5.1,Daily,Yes,No,7.0,4.2,High,Yes,8,9,Medium,Excellent
3144,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,78.4,10.0,4.9,Daily,Yes,No,5.9,6.5,Medium,No,4,7,Low,Excellent
3145,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,76.4,9.2,2.1,Weekly,No,No,7.1,2.1,High,No,4,7,Low,Excellent
3146,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,54.6,8.4,5.5,Weekly,Yes,Yes,6.9,4.9,Medium,Yes,7,5,Low,Good
3147,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,73.3,8.0,3.9,Weekly,No,Yes,7.8,5.6,Medium,No,5,5,Low,Good
3148,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,65.9,7.8,4.4,Rare,No,No,6.9,6.2,Low,No,7,4,Medium,Good
3149,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,76.2,7.0,2.1,Rare,No,No,7.6,7.4,Medium,No,6,4,Medium,Average
3150,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,84.9,8.1,1.1,Weekly,Yes,Yes,6.4,5.2,Medium,No,5,3,High,Good
3151,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,67.6,8.5,3.3,Daily,No,No,6.5,7.0,Medium,Yes,4,6,Low,Excellent
3152,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,81.0,10.0,3.9,Rare,No,Yes,6.6,5.5,High,No,3,9,Low,Excellent
3153,20,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,62.0,10.0,2.6,Weekly,No,No,6.7,2.1,Low,No,7,9,Medium,Excellent
3154,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,79.2,10.0,5.5,Daily,No,Yes,6.7,4.9,Medium,No,2,8,Medium,Excellent
3155,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,80.8,9.8,3.7,Daily,No,Yes,7.2,5.6,High,No,9,6,Medium,Excellent
3156,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,81.5,8.5,3.3,Rare,Yes,No,8.0,6.2,Medium,No,4,4,Low,Excellent
3157,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,77.4,10.0,5.1,Daily,Yes,Yes,7.3,4.6,Medium,No,8,7,Low,Excellent
3158,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,81.3,9.5,4.8,Daily,No,No,8.7,3.1,Medium,No,8,9,Medium,Excellent
3159,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,84.2,10.0,3.0,Weekly,Yes,Yes,6.5,7.3,Low,No,4,6,High,Excellent
3160,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,83.4,9.1,3.7,Rare,No,No,6.5,4.0,Medium,No,8,6,Medium,Excellent
3161,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,71.5,8.8,4.1,Weekly,Yes,Yes,6.9,3.6,Medium,No,9,5,Medium,Excellent
3162,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,65.4,7.3,2.0,Rare,Yes,Yes,6.7,4.3,Low,Yes,9,6,Medium,Average
3163,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,80.6,8.5,3.6,Weekly,No,No,8.2,4.3,Low,No,9,3,Low,Excellent
3164,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,74.8,9.6,3.6,Daily,Yes,No,6.5,5.6,Medium,No,3,4,Low,Excellent
3165,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,71.1,9.8,5.5,Weekly,No,Yes,5.8,5.3,Medium,Yes,4,7,Low,Excellent
3166,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,59.6,9.6,4.8,Daily,Yes,No,6.8,6.2,Low,No,4,4,Low,Excellent
3167,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,67.5,9.8,5.7,Weekly,Yes,Yes,7.6,5.3,Medium,No,8,7,High,Excellent
3168,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,82.7,8.7,4.3,Rare,No,No,9.0,5.6,Medium,No,5,4,High,Excellent
3169,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,87.8,9.9,2.7,Daily,No,No,7.0,3.4,High,Yes,4,6,Medium,Excellent
3170,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,82.9,8.5,3.4,Weekly,No,No,5.4,1.8,Medium,No,4,3,Medium,Excellent
3171,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,77.0,8.3,3.1,Rare,Yes,No,6.8,3.7,Medium,No,6,6,Low,Good
3172,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,65.7,9.3,2.9,Daily,No,Yes,6.8,5.1,Medium,Yes,6,6,High,Excellent
3173,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,83.9,9.9,4.9,Daily,Yes,Yes,6.2,5.0,Medium,No,7,7,Medium,Excellent
3174,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,68.6,10.0,4.2,Weekly,Yes,Yes,7.0,3.2,Low,No,5,10,High,Excellent
3175,23,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,63.6,9.5,4.6,Daily,Yes,Yes,4.5,6.0,High,No,7,8,Medium,Excellent
3176,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,72.7,8.4,3.3,Rare,No,No,6.6,3.7,Medium,No,9,6,Medium,Good
3177,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,68.3,9.7,5.3,Weekly,Yes,Yes,7.5,3.9,Low,No,6,4,Low,Excellent
3178,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,77.3,10.0,5.4,Weekly,Yes,Yes,5.4,4.5,Low,No,5,10,Medium,Excellent
3179,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,63.6,8.9,4.9,Daily,No,No,6.4,5.7,Medium,Yes,7,6,Medium,Excellent
3180,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,73.7,8.6,3.3,Daily,Yes,No,7.2,7.7,Medium,No,4,1,High,Excellent
3181,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,80.0,10.0,3.9,Daily,Yes,No,6.4,7.0,Medium,No,7,6,Medium,Excellent
3182,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,79.6,9.3,1.7,Weekly,Yes,No,7.9,2.8,Low,Yes,3,5,High,Excellent
3183,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,72.1,8.6,3.2,Weekly,Yes,Yes,6.8,9.0,Medium,Yes,7,5,High,Excellent
3184,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,68.3,9.7,3.9,Rare,Yes,Yes,7.5,4.6,Low,No,3,6,High,Excellent
3185,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,85.4,8.5,2.5,Weekly,No,No,7.4,8.5,Medium,No,3,4,Medium,Excellent
3186,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,77.5,9.0,3.0,Daily,Yes,Yes,6.7,6.8,Medium,Yes,8,5,Medium,Excellent
3187,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,91.3,9.0,4.4,Rare,No,Yes,9.0,5.4,High,No,4,5,Medium,Excellent
3188,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,81.0,9.8,3.8,Daily,Yes,Yes,7.0,6.3,Low,No,9,7,High,Excellent
3189,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,61.8,7.6,0.8,Weekly,Yes,No,9.0,4.9,Medium,Yes,4,6,Low,Good
3190,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,95.7,10.0,5.8,Daily,Yes,Yes,6.2,7.9,Medium,No,5,6,Medium,Excellent
3191,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,77.7,8.7,2.1,Daily,No,No,7.9,5.4,Low,Yes,6,9,Medium,Excellent
3192,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,79.8,9.6,4.0,Daily,Yes,Yes,8.1,7.7,Low,No,6,7,Medium,Excellent
3193,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,76.4,10.0,3.9,Rare,Yes,Yes,7.5,4.2,High,No,3,6,Medium,Excellent
3194,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,89.7,10.0,5.9,Daily,No,Yes,7.0,4.6,Medium,Yes,7,6,Medium,Excellent
3195,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,82.5,9.6,4.9,Daily,No,Yes,6.7,5.9,Low,No,7,6,Low,Excellent
3196,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,70.3,9.9,7.5,Daily,Yes,Yes,6.8,8.7,High,No,9,6,Medium,Excellent
3197,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,61.9,7.6,1.2,Weekly,Yes,Yes,7.0,5.2,Low,Yes,9,6,Medium,Good
3198,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,97.1,10.0,4.3,Daily,Yes,No,7.6,5.0,High,No,7,9,Medium,Excellent
3199,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,75.5,9.4,5.9,Weekly,No,No,7.9,8.9,Medium,No,6,6,Medium,Excellent
3200,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,75.5,9.9,5.6,Weekly,Yes,No,7.4,1.2,High,Yes,7,3,Low,Excellent
3201,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,81.3,10.0,4.3,Weekly,No,Yes,8.1,5.0,Low,Yes,7,8,Low,Excellent
3202,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,82.1,9.2,2.1,Daily,No,Yes,6.0,6.7,Low,No,6,8,Low,Excellent
3203,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,80.1,9.7,2.2,Weekly,Yes,No,6.3,8.2,Medium,No,4,8,High,Excellent
3204,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,83.3,10.0,4.3,Daily,Yes,Yes,7.4,5.7,High,Yes,4,9,High,Excellent
3205,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,82.6,9.0,2.4,Rare,Yes,Yes,6.1,5.2,Low,No,4,4,High,Excellent
3206,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,90.5,10.0,2.2,Daily,Yes,No,5.3,6.3,High,No,9,7,Low,Excellent
3207,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,80.4,8.4,0.5,Daily,No,Yes,7.4,6.3,Low,No,5,6,Medium,Good
3208,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,98.9,9.0,2.9,Rare,Yes,No,7.2,5.2,High,Yes,7,6,Medium,Excellent
3209,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,80.4,10.0,3.0,Daily,Yes,Yes,6.9,3.6,Low,No,8,8,Medium,Excellent
3210,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,83.9,9.2,1.8,Weekly,Yes,No,8.8,4.1,Low,No,5,7,Medium,Excellent
3211,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,74.0,7.8,2.6,Rare,No,No,9.0,5.9,Low,No,5,5,Medium,Good
3212,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,77.8,9.1,4.1,Weekly,No,Yes,8.8,4.8,Medium,No,6,5,Low,Excellent
3213,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,72.7,7.7,1.3,Daily,No,Yes,7.1,6.9,Medium,No,9,7,Medium,Good
3214,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,65.8,6.7,1.6,Weekly,Yes,No,8.9,6.6,Low,Yes,4,4,Medium,Average
3215,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,91.2,10.0,3.5,Daily,Yes,No,5.6,10.6,Medium,No,3,5,High,Excellent
3216,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,73.3,8.7,1.7,Weekly,Yes,Yes,6.0,4.2,Low,No,6,6,High,Excellent
3217,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,67.5,8.7,3.9,Rare,Yes,No,8.3,5.7,Medium,Yes,5,6,Medium,Excellent
3218,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,92.5,10.0,4.1,Weekly,Yes,No,7.0,8.4,Medium,No,3,7,Medium,Excellent
3219,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,82.6,10.0,3.9,Weekly,Yes,Yes,6.8,7.7,High,No,4,7,High,Excellent
3220,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,83.0,9.6,3.2,Daily,No,No,5.5,2.4,High,No,7,4,Medium,Excellent
3221,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,74.3,9.5,6.4,Weekly,Yes,No,7.2,7.5,High,Yes,6,6,Low,Excellent
3222,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,88.9,10.0,6.4,Rare,No,No,7.2,4.2,Medium,No,5,4,Medium,Excellent
3223,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,47.4,8.5,7.2,Weekly,Yes,Yes,6.4,4.8,Low,Yes,9,4,Medium,Excellent
3224,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,64.8,8.9,6.1,Rare,Yes,Yes,7.9,7.8,Medium,Yes,6,7,High,Excellent
3225,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,68.7,7.0,1.4,Rare,No,No,7.4,8.3,Medium,Yes,5,6,High,Average
3226,20,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,85.6,10.0,4.7,Daily,No,Yes,7.5,4.8,Medium,Yes,4,8,High,Excellent
3227,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,4,73.7,9.8,5.3,Weekly,Yes,No,6.6,7.5,High,No,5,4,Medium,Excellent
3228,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,70.9,7.8,1.4,Weekly,No,No,5.7,5.3,Low,No,9,5,Medium,Good
3229,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,66.2,8.1,2.8,Rare,Yes,No,5.7,4.3,Low,No,4,2,Medium,Good
3230,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,2,71.1,8.2,3.8,Weekly,Yes,No,6.2,1.0,Medium,Yes,10,6,Medium,Good
3231,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,63.1,10.0,6.0,Weekly,No,Yes,8.5,7.5,Medium,No,3,9,Low,Excellent
3232,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,82.5,7.6,1.2,Weekly,Yes,No,5.8,5.0,High,No,7,3,Medium,Good
3233,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,4,85.9,9.9,4.5,Weekly,Yes,No,6.0,8.9,High,Yes,3,8,Medium,Excellent
3234,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,80.3,8.5,3.8,Weekly,Yes,Yes,7.7,6.8,Medium,No,7,7,Medium,Excellent
3235,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,72.4,10.0,1.8,Daily,No,Yes,6.7,6.4,High,No,6,8,High,Excellent
3236,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,83.2,10.0,3.6,Daily,No,No,7.8,7.0,Medium,No,5,10,High,Excellent
3237,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,64.5,10.0,4.7,Weekly,No,Yes,8.4,2.2,Low,No,6,7,High,Excellent
3238,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,79.4,6.7,1.9,Rare,No,No,9.0,5.0,Low,Yes,6,5,High,Average
3239,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,63.5,9.1,5.1,Rare,Yes,Yes,6.4,5.0,Medium,No,3,6,Medium,Excellent
3240,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,81.0,8.3,2.6,Daily,Yes,Yes,7.9,6.0,Medium,No,6,3,Medium,Good
3241,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,91.3,9.7,2.4,Daily,Yes,No,9.0,7.1,Low,No,2,4,Medium,Excellent
3242,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,78.2,10.0,3.7,Daily,No,No,5.8,8.6,High,No,4,8,High,Excellent
3243,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,87.7,10.0,6.3,Weekly,Yes,Yes,7.3,5.6,High,No,5,5,High,Excellent
3244,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,3,76.4,8.8,4.0,Daily,No,No,5.5,5.8,High,No,8,4,Low,Excellent
3245,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,64.9,8.3,4.7,Weekly,No,Yes,6.7,9.6,Medium,Yes,6,7,High,Good
3246,19,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,70.7,7.9,1.9,Weekly,Yes,Yes,7.7,7.7,Medium,Yes,6,4,High,Good
3247,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,91.2,7.4,1.6,Rare,Yes,Yes,5.9,6.2,Medium,Yes,6,6,Medium,Average
3248,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,61.1,8.1,1.3,Daily,Yes,No,6.9,3.5,Low,Yes,8,4,Medium,Good
3249,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,90.4,10.0,6.3,Daily,No,No,7.1,4.0,Medium,No,5,5,Low,Excellent
3250,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,74.9,6.8,2.4,Rare,Yes,Yes,6.8,7.1,Low,No,7,3,Medium,Average
3251,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,66.2,9.1,3.3,Daily,Yes,Yes,7.1,7.0,Medium,Yes,6,4,High,Excellent
3252,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,83.5,9.5,5.0,Daily,No,Yes,7.2,8.6,Low,Yes,6,6,Medium,Excellent
3253,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,93.1,9.9,4.4,Weekly,Yes,Yes,7.5,7.4,Medium,No,7,9,Medium,Excellent
3254,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,2,81.4,9.9,4.5,Weekly,Yes,No,8.4,7.5,High,No,7,5,High,Excellent
3255,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,79.3,10.0,5.2,Rare,Yes,No,9.0,3.7,Low,No,4,10,High,Excellent
3256,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,76.8,9.3,5.3,Weekly,Yes,Yes,9.0,4.7,Medium,Yes,5,5,Low,Excellent
3257,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,94.2,10.0,4.7,Weekly,No,Yes,9.0,4.9,High,No,4,9,High,Excellent
3258,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,74.8,9.1,3.9,Rare,No,No,6.4,4.0,Low,No,5,4,Medium,Excellent
3259,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,78.9,9.1,4.3,Weekly,Yes,Yes,6.9,8.2,Medium,No,3,5,Medium,Excellent
3260,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,80.2,9.8,6.7,Daily,No,Yes,6.2,3.2,Medium,No,9,3,Medium,Excellent
3261,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,57.3,8.6,2.9,Weekly,No,No,7.9,3.6,Low,No,7,8,High,Excellent
3262,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,93.8,10.0,4.5,Weekly,No,Yes,6.7,6.8,High,Yes,4,8,Medium,Excellent
3263,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,80.3,10.0,2.0,Daily,Yes,No,5.6,5.2,High,No,5,8,Medium,Excellent
3264,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,89.9,8.5,2.1,Weekly,Yes,Yes,8.1,4.4,High,No,8,6,High,Excellent
3265,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,86.1,9.3,2.8,Weekly,Yes,No,6.6,5.7,High,Yes,2,1,Medium,Excellent
3266,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,1,96.6,10.0,5.6,Daily,Yes,No,8.6,4.7,Medium,No,2,4,Medium,Excellent
3267,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,73.2,9.4,3.2,Daily,No,No,5.7,3.9,Low,No,5,7,Medium,Excellent
3268,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,79.4,9.8,3.6,Daily,No,Yes,6.3,3.3,Medium,No,9,7,Medium,Excellent
