State,District,Year,Crime_Type,Cases_Reported,Chargesheeted,Convictions,Population,Crime_Rate_per_100k
Tamil Nadu,Karur,2020,Assault,515,368,267,3923041,13.13
Tamil Nadu,Karur,2020,Burglary,519,485,260,3923041,13.23
Tamil Nadu,Karur,2020,Cybercrime,1110,821,477,3923041,28.29
Tamil Nadu,Karur,2020,Dowry Deaths,355,266,144,3923041,9.05
Tamil Nadu,Karur,2020,Fraud,896,589,417,3923041,22.84
Tamil Nadu,Karur,2021,Murder,261,208,130,3923041,6.65
Tamil Nadu,Karur,2021,Rape,137,110,39,3923041,3.49
Tamil Nadu,Karur,2021,Kidnapping,446,368,180,3923041,11.37
Tamil Nadu,Karur,2021,Theft,62,44,20,3923041,1.58
Tamil Nadu,Karur,2021,Robbery,322,225,136,3923041,8.21
Tamil Nadu,Karur,2021,Assault,563,504,194,3923041,14.35
Tamil Nadu,Karur,2021,Burglary,1033,707,297,3923041,26.33
Tamil Nadu,Karur,2021,Cybercrime,1016,887,450,3923041,25.9
Tamil Nadu,Karur,2021,Dowry Deaths,1139,909,480,3923041,29.03
Tamil Nadu,Karur,2021,Fraud,769,565,245,3923041,19.6
Tamil Nadu,Karur,2022,Murder,541,506,370,3923041,13.79
Tamil Nadu,Karur,2022,Rape,914,732,331,3923041,23.3
Tamil Nadu,Karur,2022,Kidnapping,1150,1030,599,3923041,29.31
Tamil Nadu,Karur,2022,Theft,563,371,132,3923041,14.35
Tamil Nadu,Karur,2022,Robbery,104,73,32,3923041,2.65
Tamil Nadu,Karur,2022,Assault,232,195,90,3923041,5.91
Tamil Nadu,Karur,2022,Burglary,611,469,226,3923041,15.57
Tamil Nadu,Karur,2022,Cybercrime,43,34,21,3923041,1.1
Tamil Nadu,Karur,2022,Dowry Deaths,285,242,136,3923041,7.26
Tamil Nadu,Karur,2022,Fraud,865,722,458,3923041,22.05
Tamil Nadu,Karur,2023,Murder,204,179,92,3923041,5.2
Tamil Nadu,Karur,2023,Rape,1014,926,481,3923041,25.85
Tamil Nadu,Karur,2023,Kidnapping,697,640,239,3923041,17.77
Tamil Nadu,Karur,2023,Theft,149,106,77,3923041,3.8
Tamil Nadu,Karur,2023,Robbery,139,112,71,3923041,3.54
Tamil Nadu,Karur,2023,Assault,298,225,98,3923041,7.6
Tamil Nadu,Karur,2023,Burglary,385,304,219,3923041,9.81
Tamil Nadu,Karur,2023,Cybercrime,952,707,300,3923041,24.27
Tamil Nadu,Karur,2023,Dowry Deaths,717,502,293,3923041,18.28
Tamil Nadu,Karur,2023,Fraud,341,310,201,3923041,8.69
Tamil Nadu,Thanjavur,2014,Murder,444,373,217,2111280,21.03
Tamil Nadu,Thanjavur,2014,Rape,555,374,244,2111280,26.29
Tamil Nadu,Thanjavur,2014,Kidnapping,710,595,373,2111280,33.63
Tamil Nadu,Thanjavur,2014,Theft,744,491,232,2111280,35.24
Tamil Nadu,Thanjavur,2014,Robbery,378,271,139,2111280,17.9
Tamil Nadu,Thanjavur,2014,Assault,90,67,50,2111280,4.26
Tamil Nadu,Thanjavur,2014,Burglary,146,128,85,2111280,6.92
Tamil Nadu,Thanjavur,2014,Cybercrime,916,676,365,2111280,43.39
Tamil Nadu,Thanjavur,2014,Dowry Deaths,818,726,485,2111280,38.74
Tamil Nadu,Thanjavur,2014,Fraud,490,336,225,2111280,23.21
Tamil Nadu,Thanjavur,2015,Murder,830,771,551,2111280,39.31
Tamil Nadu,Thanjavur,2015,Rape,219,184,114,2111280,10.37
Tamil Nadu,Thanjavur,2015,Kidnapping,422,291,171,2111280,19.99
Tamil Nadu,Thanjavur,2015,Theft,252,190,106,2111280,11.94
Tamil Nadu,Thanjavur,2015,Robbery,906,591,352,2111280,42.91
Tamil Nadu,Thanjavur,2015,Assault,1111,897,483,2111280,52.62
Tamil Nadu,Thanjavur,2015,Burglary,1136,1026,414,2111280,53.81
Tamil Nadu,Thanjavur,2015,Cybercrime,192,128,90,2111280,9.09
Tamil Nadu,Thanjavur,2015,Dowry Deaths,1117,912,481,2111280,52.91
Tamil Nadu,Thanjavur,2015,Fraud,1193,927,470,2111280,56.51
Tamil Nadu,Thanjavur,2016,Murder,1083,759,424,2111280,51.3
Tamil Nadu,Thanjavur,2016,Rape,872,590,298,2111280,41.3
Tamil Nadu,Thanjavur,2016,Kidnapping,838,607,443,2111280,39.69
Tamil Nadu,Thanjavur,2016,Theft,432,284,134,2111280,20.46
Tamil Nadu,Thanjavur,2016,Robbery,947,724,340,2111280,44.85
Tamil Nadu,Thanjavur,2016,Assault,874,810,389,2111280,41.4
Tamil Nadu,Thanjavur,2016,Burglary,1096,871,470,2111280,51.91
Tamil Nadu,Thanjavur,2016,Cybercrime,1057,902,614,2111280,50.06
Tamil Nadu,Thanjavur,2016,Dowry Deaths,136,105,76,2111280,6.44
Tamil Nadu,Thanjavur,2016,Fraud,709,466,255,2111280,33.58
Tamil Nadu,Thanjavur,2017,Murder,819,683,261,2111280,38.79
Tamil Nadu,Thanjavur,2017,Rape,617,462,334,2111280,29.22
Tamil Nadu,Thanjavur,2017,Kidnapping,97,70,31,2111280,4.59
Tamil Nadu,Thanjavur,2017,Theft,770,653,314,2111280,36.47
Tamil Nadu,Thanjavur,2017,Robbery,1087,832,598,2111280,51.49
Tamil Nadu,Thanjavur,2017,Assault,300,253,164,2111280,14.21
Tamil Nadu,Thanjavur,2017,Burglary,792,523,337,2111280,37.51
Tamil Nadu,Thanjavur,2017,Cybercrime,844,555,237,2111280,39.98
Tamil Nadu,Thanjavur,2017,Dowry Deaths,437,334,224,2111280,20.7
Tamil Nadu,Thanjavur,2017,Fraud,566,478,188,2111280,26.81
Tamil Nadu,Thanjavur,2018,Murder,1196,860,336,2111280,56.65
Tamil Nadu,Thanjavur,2018,Rape,266,185,130,2111280,12.6
Tamil Nadu,Thanjavur,2018,Kidnapping,296,194,104,2111280,14.02
Tamil Nadu,Thanjavur,2018,Theft,975,745,352,2111280,46.18
Tamil Nadu,Thanjavur,2018,Robbery,470,308,114,2111280,22.26
Tamil Nadu,Thanjavur,2018,Assault,356,278,118,2111280,16.86
Tamil Nadu,Thanjavur,2018,Burglary,133,93,35,2111280,6.3
Tamil Nadu,Thanjavur,2018,Cybercrime,669,516,340,2111280,31.69
Tamil Nadu,Thanjavur,2018,Dowry Deaths,111,76,43,2111280,5.26
Tamil Nadu,Thanjavur,2018,Fraud,914,824,399,2111280,43.29
Tamil Nadu,Thanjavur,2019,Murder,100,87,36,2111280,4.74
Tamil Nadu,Thanjavur,2019,Rape,947,866,570,2111280,44.85
Tamil Nadu,Thanjavur,2019,Kidnapping,1072,787,508,2111280,50.77
Tamil Nadu,Thanjavur,2019,Theft,629,563,404,2111280,29.79
Tamil Nadu,Thanjavur,2019,Robbery,1077,947,669,2111280,51.01
Tamil Nadu,Thanjavur,2019,Assault,544,383,170,2111280,25.77
Tamil Nadu,Thanjavur,2019,Burglary,1180,1041,485,2111280,55.89
Tamil Nadu,Thanjavur,2019,Cybercrime,183,135,94,2111280,8.67
Tamil Nadu,Thanjavur,2019,Dowry Deaths,678,568,417,2111280,32.11
Tamil Nadu,Thanjavur,2019,Fraud,531,390,146,2111280,25.15
Tamil Nadu,Thanjavur,2020,Murder,280,197,76,2111280,13.26
Tamil Nadu,Thanjavur,2020,Rape,1131,785,365,2111280,53.57
Tamil Nadu,Thanjavur,2020,Kidnapping,103,93,54,2111280,4.88
Tamil Nadu,Thanjavur,2020,Theft,1175,941,491,2111280,55.65
Tamil Nadu,Thanjavur,2020,Robbery,846,671,298,2111280,40.07
Tamil Nadu,Thanjavur,2020,Assault,545,477,218,2111280,25.81
Tamil Nadu,Thanjavur,2020,Burglary,1160,1014,489,2111280,54.94
Tamil Nadu,Thanjavur,2020,Cybercrime,1172,1040,410,2111280,55.51
Tamil Nadu,Thanjavur,2020,Dowry Deaths,829,787,573,2111280,39.27
Tamil Nadu,Thanjavur,2020,Fraud,1089,872,510,2111280,51.58
Tamil Nadu,Thanjavur,2021,Murder,1088,830,606,2111280,51.53
Tamil Nadu,Thanjavur,2021,Rape,966,795,317,2111280,45.75
Tamil Nadu,Thanjavur,2021,Kidnapping,1037,872,385,2111280,49.12
Tamil Nadu,Thanjavur,2021,Theft,353,279,193,2111280,16.72
Tamil Nadu,Thanjavur,2021,Robbery,231,191,137,2111280,10.94
Tamil Nadu,Thanjavur,2021,Assault,161,149,107,2111280,7.63
Tamil Nadu,Thanjavur,2021,Burglary,1151,979,349,2111280,54.52
Tamil Nadu,Thanjavur,2021,Cybercrime,583,543,235,2111280,27.61
Tamil Nadu,Thanjavur,2021,Dowry Deaths,146,100,47,2111280,6.92
Tamil Nadu,Thanjavur,2021,Fraud,1094,974,617,2111280,51.82
Tamil Nadu,Thanjavur,2022,Murder,939,883,654,2111280,44.48
Tamil Nadu,Thanjavur,2022,Rape,1178,827,379,2111280,55.8
Tamil Nadu,Thanjavur,2022,Kidnapping,1124,818,531,2111280,53.24
Tamil Nadu,Thanjavur,2022,Theft,82,61,33,2111280,3.88
Tamil Nadu,Thanjavur,2022,Robbery,357,295,134,2111280,16.91
Tamil Nadu,Thanjavur,2022,Assault,57,48,26,2111280,2.7
Tamil Nadu,Thanjavur,2022,Burglary,638,462,164,2111280,30.22
Tamil Nadu,Thanjavur,2022,Cybercrime,457,387,193,2111280,21.65
Tamil Nadu,Thanjavur,2022,Dowry Deaths,168,136,77,2111280,7.96
Tamil Nadu,Thanjavur,2022,Fraud,535,396,170,2111280,25.34
Tamil Nadu,Thanjavur,2023,Murder,616,475,185,2111280,29.18
Tamil Nadu,Thanjavur,2023,Rape,1096,769,464,2111280,51.91
Tamil Nadu,Thanjavur,2023,Kidnapping,137,109,63,2111280,6.49
Tamil Nadu,Thanjavur,2023,Theft,248,163,65,2111280,11.75
Tamil Nadu,Thanjavur,2023,Robbery,772,634,374,2111280,36.57
Tamil Nadu,Thanjavur,2023,Assault,871,700,386,2111280,41.25
Tamil Nadu,Thanjavur,2023,Burglary,1136,856,389,2111280,53.81
Tamil Nadu,Thanjavur,2023,Cybercrime,1115,799,350,2111280,52.81
Tamil Nadu,Thanjavur,2023,Dowry Deaths,349,306,136,2111280,16.53
Tamil Nadu,Thanjavur,2023,Fraud,903,606,242,2111280,42.77
Tamil Nadu,Kanchipuram,2014,Murder,580,439,238,5421516,10.7
Tamil Nadu,Kanchipuram,2014,Rape,929,766,281,5421516,17.14
Tamil Nadu,Kanchipuram,2014,Kidnapping,1157,792,414,5421516,21.34
Tamil Nadu,Kanchipuram,2014,Theft,1094,881,603,5421516,20.18
Tamil Nadu,Kanchipuram,2014,Robbery,626,541,380,5421516,11.55
Tamil Nadu,Kanchipuram,2014,Assault,752,561,220,5421516,13.87
Tamil Nadu,Kanchipuram,2014,Burglary,850,575,248,5421516,15.68
Tamil Nadu,Kanchipuram,2014,Cybercrime,961,673,490,5421516,17.73
Tamil Nadu,Kanchipuram,2014,Dowry Deaths,435,338,157,5421516,8.02
Tamil Nadu,Kanchipuram,2014,Fraud,951,832,523,5421516,17.54
Tamil Nadu,Kanchipuram,2015,Murder,399,316,181,5421516,7.36
Tamil Nadu,Kanchipuram,2015,Rape,589,448,185,5421516,10.86
Tamil Nadu,Kanchipuram,2015,Kidnapping,510,442,254,5421516,9.41
Tamil Nadu,Kanchipuram,2015,Theft,423,384,260,5421516,7.8
Tamil Nadu,Kanchipuram,2015,Robbery,508,393,174,5421516,9.37
Tamil Nadu,Kanchipuram,2015,Assault,954,897,623,5421516,17.6
Tamil Nadu,Kanchipuram,2015,Burglary,1127,767,360,5421516,20.79
Tamil Nadu,Kanchipuram,2015,Cybercrime,809,632,361,5421516,14.92
Tamil Nadu,Kanchipuram,2015,Dowry Deaths,274,178,63,5421516,5.05
Tamil Nadu,Kanchipuram,2015,Fraud,829,655,327,5421516,15.29
Tamil Nadu,Kanchipuram,2016,Murder,534,454,310,5421516,9.85
Tamil Nadu,Kanchipuram,2016,Rape,108,99,37,5421516,1.99
Tamil Nadu,Kanchipuram,2016,Kidnapping,558,433,159,5421516,10.29
Tamil Nadu,Kanchipuram,2016,Theft,840,639,364,5421516,15.49
Tamil Nadu,Kanchipuram,2016,Robbery,638,439,238,5421516,11.77
Tamil Nadu,Kanchipuram,2016,Assault,1043,824,490,5421516,19.24
Tamil Nadu,Kanchipuram,2016,Burglary,957,826,373,5421516,17.65
Tamil Nadu,Kanchipuram,2016,Cybercrime,1017,692,450,5421516,18.76
Tamil Nadu,Kanchipuram,2016,Dowry Deaths,705,525,241,5421516,13
Tamil Nadu,Kanchipuram,2016,Fraud,65,55,27,5421516,1.2
Tamil Nadu,Kanchipuram,2017,Murder,1156,759,375,5421516,21.32
Tamil Nadu,Kanchipuram,2017,Rape,445,363,229,5421516,8.21
Tamil Nadu,Kanchipuram,2017,Kidnapping,946,766,273,5421516,17.45
Tamil Nadu,Kanchipuram,2017,Theft,1064,810,590,5421516,19.63
Tamil Nadu,Kanchipuram,2017,Robbery,1150,793,473,5421516,21.21
Tamil Nadu,Kanchipuram,2017,Assault,563,518,327,5421516,10.38
Tamil Nadu,Kanchipuram,2017,Burglary,727,512,211,5421516,13.41
Tamil Nadu,Kanchipuram,2017,Cybercrime,498,441,264,5421516,9.19
Tamil Nadu,Kanchipuram,2017,Dowry Deaths,278,197,98,5421516,5.13
Tamil Nadu,Kanchipuram,2017,Fraud,124,114,59,5421516,2.29
Tamil Nadu,Kanchipuram,2018,Murder,812,748,340,5421516,14.98
Tamil Nadu,Kanchipuram,2018,Rape,1002,913,333,5421516,18.48
Tamil Nadu,Kanchipuram,2018,Kidnapping,1179,1048,467,5421516,21.75
Tamil Nadu,Kanchipuram,2018,Theft,1070,977,556,5421516,19.74
Tamil Nadu,Kanchipuram,2018,Robbery,532,396,162,5421516,9.81
Tamil Nadu,Kanchipuram,2018,Assault,740,499,323,5421516,13.65
Tamil Nadu,Kanchipuram,2018,Burglary,325,276,161,5421516,5.99
Tamil Nadu,Kanchipuram,2018,Cybercrime,86,61,28,5421516,1.59
Tamil Nadu,Kanchipuram,2018,Dowry Deaths,1102,873,469,5421516,20.33
Tamil Nadu,Kanchipuram,2018,Fraud,25,17,12,5421516,0.46
Tamil Nadu,Kanchipuram,2019,Murder,1147,961,346,5421516,21.16
Tamil Nadu,Kanchipuram,2019,Rape,473,316,121,5421516,8.72
Tamil Nadu,Kanchipuram,2019,Kidnapping,981,880,557,5421516,18.09
Tamil Nadu,Kanchipuram,2019,Theft,1165,1098,660,5421516,21.49
Tamil Nadu,Kanchipuram,2019,Robbery,38,26,19,5421516,0.7
Tamil Nadu,Kanchipuram,2019,Assault,35,25,14,5421516,0.65
Tamil Nadu,Kanchipuram,2019,Burglary,911,630,454,5421516,16.8
Tamil Nadu,Kanchipuram,2019,Cybercrime,702,603,446,5421516,12.95
Tamil Nadu,Kanchipuram,2019,Dowry Deaths,1180,1021,523,5421516,21.77
Tamil Nadu,Kanchipuram,2019,Fraud,473,375,222,5421516,8.72
Tamil Nadu,Kanchipuram,2020,Murder,692,455,200,5421516,12.76
Tamil Nadu,Kanchipuram,2020,Rape,988,846,354,5421516,18.22
Tamil Nadu,Kanchipuram,2020,Kidnapping,1188,1073,600,5421516,21.91
Tamil Nadu,Kanchipuram,2020,Theft,740,584,361,5421516,13.65
Tamil Nadu,Kanchipuram,2020,Robbery,62,43,20,5421516,1.14
Tamil Nadu,Kanchipuram,2020,Assault,490,377,171,5421516,9.04
Tamil Nadu,Kanchipuram,2020,Burglary,1176,874,347,5421516,21.69
Tamil Nadu,Kanchipuram,2020,Cybercrime,648,595,343,5421516,11.95
Tamil Nadu,Kanchipuram,2020,Dowry Deaths,1148,931,351,5421516,21.17
Tamil Nadu,Kanchipuram,2020,Fraud,1142,788,479,5421516,21.06
Tamil Nadu,Kanchipuram,2021,Murder,77,68,31,5421516,1.42
Tamil Nadu,Kanchipuram,2021,Rape,352,285,118,5421516,6.49
Tamil Nadu,Kanchipuram,2021,Kidnapping,379,337,212,5421516,6.99
Tamil Nadu,Kanchipuram,2021,Theft,895,634,354,5421516,16.51
Tamil Nadu,Kanchipuram,2021,Robbery,351,295,176,5421516,6.47
Tamil Nadu,Kanchipuram,2021,Assault,292,235,124,5421516,5.39
Tamil Nadu,Kanchipuram,2021,Burglary,753,541,219,5421516,13.89
Tamil Nadu,Kanchipuram,2021,Cybercrime,767,619,248,5421516,14.15
Tamil Nadu,Kanchipuram,2021,Dowry Deaths,51,40,18,5421516,0.94
Tamil Nadu,Kanchipuram,2021,Fraud,1114,753,419,5421516,20.55
Tamil Nadu,Kanchipuram,2022,Murder,601,562,304,5421516,11.09
Tamil Nadu,Kanchipuram,2022,Rape,608,575,418,5421516,11.21
Tamil Nadu,Kanchipuram,2022,Kidnapping,653,552,296,5421516,12.04
Tamil Nadu,Kanchipuram,2022,Theft,850,659,379,5421516,15.68
Tamil Nadu,Kanchipuram,2022,Robbery,68,59,34,5421516,1.25
Tamil Nadu,Kanchipuram,2022,Assault,533,409,153,5421516,9.83
Tamil Nadu,Kanchipuram,2022,Burglary,233,176,96,5421516,4.3
Tamil Nadu,Kanchipuram,2022,Cybercrime,884,601,260,5421516,16.31
Tamil Nadu,Kanchipuram,2022,Dowry Deaths,922,846,486,5421516,17.01
Tamil Nadu,Kanchipuram,2022,Fraud,32,25,9,5421516,0.59
Tamil Nadu,Kanchipuram,2023,Murder,76,64,47,5421516,1.4
Tamil Nadu,Kanchipuram,2023,Rape,1049,926,390,5421516,19.35
Tamil Nadu,Kanchipuram,2023,Kidnapping,1125,887,492,5421516,20.75
Tamil Nadu,Kanchipuram,2023,Theft,484,387,193,5421516,8.93
Tamil Nadu,Kanchipuram,2023,Robbery,1188,900,518,5421516,21.91
Tamil Nadu,Kanchipuram,2023,Assault,573,406,200,5421516,10.57
Tamil Nadu,Kanchipuram,2023,Burglary,80,62,35,5421516,1.48
Tamil Nadu,Kanchipuram,2023,Cybercrime,788,597,323,5421516,14.53
Tamil Nadu,Kanchipuram,2023,Dowry Deaths,1160,1080,784,5421516,21.4
Tamil Nadu,Kanchipuram,2023,Fraud,248,229,103,5421516,4.57
Tamil Nadu,Tiruppur,2014,Murder,308,259,97,810709,37.99
Tamil Nadu,Tiruppur,2014,Rape,738,531,197,810709,91.03
Tamil Nadu,Tiruppur,2014,Kidnapping,203,134,60,810709,25.04
Tamil Nadu,Tiruppur,2014,Theft,246,174,70,810709,30.34
Tamil Nadu,Tiruppur,2014,Robbery,1110,764,352,810709,136.92
Tamil Nadu,Tiruppur,2014,Assault,331,290,125,810709,40.83
Tamil Nadu,Tiruppur,2014,Burglary,113,103,68,810709,13.94
Tamil Nadu,Tiruppur,2014,Cybercrime,962,886,642,810709,118.66
Tamil Nadu,Tiruppur,2014,Dowry Deaths,1071,922,379,810709,132.11
Tamil Nadu,Tiruppur,2014,Fraud,674,598,216,810709,83.14
Tamil Nadu,Tiruppur,2015,Murder,373,312,114,810709,46.01
Tamil Nadu,Tiruppur,2015,Rape,656,474,218,810709,80.92
Tamil Nadu,Tiruppur,2015,Kidnapping,794,718,255,810709,97.94
Tamil Nadu,Tiruppur,2015,Theft,320,263,151,810709,39.47
Tamil Nadu,Tiruppur,2015,Robbery,255,181,108,810709,31.45
Tamil Nadu,Tiruppur,2015,Assault,251,208,113,810709,30.96
Tamil Nadu,Tiruppur,2015,Burglary,984,820,484,810709,121.38
Tamil Nadu,Tiruppur,2015,Cybercrime,1171,905,566,810709,144.44
Tamil Nadu,Tiruppur,2015,Dowry Deaths,1038,726,541,810709,128.04
Tamil Nadu,Tiruppur,2015,Fraud,1059,866,602,810709,130.63
Tamil Nadu,Tiruppur,2016,Murder,405,320,191,810709,49.96
Tamil Nadu,Tiruppur,2016,Rape,957,685,377,810709,118.04
Tamil Nadu,Tiruppur,2016,Kidnapping,64,45,16,810709,7.89
Tamil Nadu,Tiruppur,2016,Theft,289,262,163,810709,35.65
Tamil Nadu,Tiruppur,2016,Robbery,127,103,50,810709,15.67
Tamil Nadu,Tiruppur,2016,Assault,1162,959,442,810709,143.33
Tamil Nadu,Tiruppur,2016,Burglary,1036,844,488,810709,127.79
Tamil Nadu,Tiruppur,2016,Cybercrime,1128,950,517,810709,139.14
Tamil Nadu,Tiruppur,2016,Dowry Deaths,887,611,259,810709,109.41
Tamil Nadu,Tiruppur,2016,Fraud,1097,764,379,810709,135.31
Tamil Nadu,Tiruppur,2017,Murder,532,472,331,810709,65.62
Tamil Nadu,Tiruppur,2017,Rape,648,436,314,810709,79.93
Tamil Nadu,Tiruppur,2017,Kidnapping,715,634,281,810709,88.19
Tamil Nadu,Tiruppur,2017,Theft,867,681,250,810709,106.94
Tamil Nadu,Tiruppur,2017,Robbery,898,632,392,810709,110.77
Tamil Nadu,Tiruppur,2017,Assault,46,34,22,810709,5.67
Tamil Nadu,Tiruppur,2017,Burglary,295,204,84,810709,36.39
Tamil Nadu,Tiruppur,2017,Cybercrime,587,467,216,810709,72.41
Tamil Nadu,Tiruppur,2017,Dowry Deaths,967,882,455,810709,119.28
Tamil Nadu,Tiruppur,2017,Fraud,158,145,75,810709,19.49
Tamil Nadu,Tiruppur,2018,Murder,340,296,186,810709,41.94
Tamil Nadu,Tiruppur,2018,Rape,991,703,500,810709,122.24
Tamil Nadu,Tiruppur,2018,Kidnapping,928,687,282,810709,114.47
Tamil Nadu,Tiruppur,2018,Theft,1140,1049,399,810709,140.62
Tamil Nadu,Tiruppur,2018,Robbery,983,873,529,810709,121.25
Tamil Nadu,Tiruppur,2018,Assault,1049,862,349,810709,129.39
Tamil Nadu,Tiruppur,2018,Burglary,574,513,332,810709,70.8
Tamil Nadu,Tiruppur,2018,Cybercrime,86,65,32,810709,10.61
Tamil Nadu,Tiruppur,2018,Dowry Deaths,832,597,369,810709,102.63
Tamil Nadu,Tiruppur,2018,Fraud,745,597,396,810709,91.89
Tamil Nadu,Tiruppur,2019,Murder,817,724,497,810709,100.78
Tamil Nadu,Tiruppur,2019,Rape,303,280,184,810709,37.37
Tamil Nadu,Tiruppur,2019,Kidnapping,746,543,287,810709,92.02
Tamil Nadu,Tiruppur,2019,Theft,272,215,82,810709,33.55
Tamil Nadu,Tiruppur,2019,Robbery,130,114,59,810709,16.04
Tamil Nadu,Tiruppur,2019,Assault,228,186,110,810709,28.12
Tamil Nadu,Tiruppur,2019,Burglary,496,338,145,810709,61.18
Tamil Nadu,Tiruppur,2019,Cybercrime,1046,936,643,810709,129.02
Tamil Nadu,Tiruppur,2019,Dowry Deaths,333,233,130,810709,41.08
Tamil Nadu,Tiruppur,2019,Fraud,834,560,416,810709,102.87
Tamil Nadu,Tiruppur,2020,Murder,191,148,100,810709,23.56
Tamil Nadu,Tiruppur,2020,Rape,136,107,52,810709,16.78
Tamil Nadu,Tiruppur,2020,Kidnapping,981,725,461,810709,121.01
Tamil Nadu,Tiruppur,2020,Theft,1140,961,364,810709,140.62
Tamil Nadu,Tiruppur,2020,Robbery,336,237,126,810709,41.45
Tamil Nadu,Tiruppur,2020,Assault,858,584,336,810709,105.83
Tamil Nadu,Tiruppur,2020,Burglary,778,632,402,810709,95.97
Tamil Nadu,Tiruppur,2020,Cybercrime,175,115,74,810709,21.59
Tamil Nadu,Tiruppur,2020,Dowry Deaths,825,612,357,810709,101.76
Tamil Nadu,Tiruppur,2020,Fraud,514,405,274,810709,63.4
Tamil Nadu,Tiruppur,2021,Murder,647,481,332,810709,79.81
Tamil Nadu,Tiruppur,2021,Rape,449,294,137,810709,55.38
Tamil Nadu,Tiruppur,2021,Kidnapping,981,864,361,810709,121.01
Tamil Nadu,Tiruppur,2021,Theft,554,460,217,810709,68.34
Tamil Nadu,Tiruppur,2021,Robbery,667,559,234,810709,82.27
Tamil Nadu,Tiruppur,2021,Assault,797,630,448,810709,98.31
Tamil Nadu,Tiruppur,2021,Burglary,891,686,276,810709,109.9
Tamil Nadu,Tiruppur,2021,Cybercrime,1065,959,381,810709,131.37
Tamil Nadu,Tiruppur,2021,Dowry Deaths,523,347,191,810709,64.51
Tamil Nadu,Tiruppur,2021,Fraud,461,412,308,810709,56.86
Tamil Nadu,Tiruppur,2022,Murder,906,702,311,810709,111.75
Tamil Nadu,Tiruppur,2022,Rape,837,777,314,810709,103.24
Tamil Nadu,Tiruppur,2022,Kidnapping,1078,772,507,810709,132.97
Tamil Nadu,Tiruppur,2022,Theft,440,382,240,810709,54.27
Tamil Nadu,Tiruppur,2022,Robbery,949,787,475,810709,117.06
Tamil Nadu,Tiruppur,2022,Assault,308,287,137,810709,37.99
Tamil Nadu,Tiruppur,2022,Burglary,25,22,11,810709,3.08
Tamil Nadu,Tiruppur,2022,Cybercrime,756,717,366,810709,93.25
Tamil Nadu,Tiruppur,2022,Dowry Deaths,421,295,126,810709,51.93
Tamil Nadu,Tiruppur,2022,Fraud,259,220,142,810709,31.95
Tamil Nadu,Tiruppur,2023,Murder,441,366,219,810709,54.4
Tamil Nadu,Tiruppur,2023,Rape,552,432,254,810709,68.09
Tamil Nadu,Tiruppur,2023,Kidnapping,379,272,123,810709,46.75
Tamil Nadu,Tiruppur,2023,Theft,334,220,132,810709,41.2
Tamil Nadu,Tiruppur,2023,Robbery,661,455,303,810709,81.53
Tamil Nadu,Tiruppur,2023,Assault,159,136,62,810709,19.61
Tamil Nadu,Tiruppur,2023,Burglary,378,289,116,810709,46.63
Tamil Nadu,Tiruppur,2023,Cybercrime,521,464,271,810709,64.26
Tamil Nadu,Tiruppur,2023,Dowry Deaths,73,58,28,810709,9
Tamil Nadu,Tiruppur,2023,Fraud,133,125,74,810709,16.41
Tamil Nadu,Nagapattinam,2014,Murder,1131,881,441,4839311,23.37
Tamil Nadu,Nagapattinam,2014,Rape,878,702,365,4839311,18.14
Tamil Nadu,Nagapattinam,2014,Kidnapping,839,663,424,4839311,17.34
Tamil Nadu,Nagapattinam,2014,Theft,42,36,19,4839311,0.87
Tamil Nadu,Nagapattinam,2014,Robbery,1191,1058,499,4839311,24.61
Tamil Nadu,Nagapattinam,2014,Assault,1016,945,651,4839311,20.99
Tamil Nadu,Nagapattinam,2014,Burglary,452,311,222,4839311,9.34
Tamil Nadu,Nagapattinam,2014,Cybercrime,458,393,251,4839311,9.46
Tamil Nadu,Nagapattinam,2014,Dowry Deaths,988,707,360,4839311,20.42
Tamil Nadu,Nagapattinam,2014,Fraud,508,371,247,4839311,10.5
Tamil Nadu,Nagapattinam,2015,Murder,26,23,8,4839311,0.54
Tamil Nadu,Nagapattinam,2015,Rape,741,682,321,4839311,15.31
Tamil Nadu,Nagapattinam,2015,Kidnapping,857,691,321,4839311,17.71
Tamil Nadu,Nagapattinam,2015,Theft,801,735,407,4839311,16.55
Tamil Nadu,Nagapattinam,2015,Robbery,1028,837,612,4839311,21.24
Tamil Nadu,Nagapattinam,2015,Assault,1148,880,476,4839311,23.72
Tamil Nadu,Nagapattinam,2015,Burglary,155,131,67,4839311,3.2
Tamil Nadu,Nagapattinam,2015,Cybercrime,1052,876,314,4839311,21.74
Tamil Nadu,Nagapattinam,2015,Dowry Deaths,1132,1047,708,4839311,23.39
Tamil Nadu,Nagapattinam,2015,Fraud,191,155,95,4839311,3.95
Tamil Nadu,Nagapattinam,2016,Murder,277,191,84,4839311,5.72
Tamil Nadu,Nagapattinam,2016,Rape,853,669,429,4839311,17.63
Tamil Nadu,Nagapattinam,2016,Kidnapping,690,611,244,4839311,14.26
Tamil Nadu,Nagapattinam,2016,Theft,351,239,93,4839311,7.25
Tamil Nadu,Nagapattinam,2016,Robbery,350,265,198,4839311,7.23
Tamil Nadu,Nagapattinam,2016,Assault,1110,948,641,4839311,22.94
Tamil Nadu,Nagapattinam,2016,Burglary,659,460,291,4839311,13.62
